pl_name,hostname,pl_letter,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_spectype
11 Com b,11 Com,b,Gaia DR2 3946945413106333696,2,1,0,Radial Velocity,2007,Xinglong Station,326.03000000,0.32000000,-0.32000000,0,G8 III
11 Com b,11 Com,b,Gaia DR2 3946945413106333696,2,1,0,Radial Velocity,2007,Xinglong Station,,,,,
11 UMi b,11 UMi,b,Gaia DR2 1696798367260229376,1,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.22000000,3.25000000,-3.25000000,0,K4 III
11 UMi b,11 UMi,b,Gaia DR2 1696798367260229376,1,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,,,,,
11 UMi b,11 UMi,b,Gaia DR2 1696798367260229376,1,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.21997000,3.20000000,-3.20000000,0,
14 And b,14 And,b,Gaia DR2 1920113512486282240,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,185.84000000,0.23000000,-0.23000000,0,K0 III
14 And b,14 And,b,Gaia DR2 1920113512486282240,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1796.40000000,8.30000000,-8.30000000,0,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1766.41000000,0.67000000,-0.68000000,0,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1766.00000000,,,0,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1773.40002000,2.50000000,-2.50000000,0,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,,,,,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1765.03890112,1.67708897,-1.87256063,0,
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1724.00000000,50.00000000,-50.00000000,0,K0 V
14 Her b,14 Her,b,Gaia DR2 1385293808145621504,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,1773.40000000,2.50000000,-2.50000000,0,K0 V
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,798.50000000,1.00000000,-1.00000000,0,
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,799.45000000,0.15000000,-0.15000000,0,
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,798.50000000,1.00000000,-1.00000000,0,
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,800.80000000,11.70000000,-11.70000000,0,G2.5 V
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,799.50000000,0.60000000,-0.60000000,0,
16 Cyg B b,16 Cyg B,b,Gaia DR2 2135550755683407232,3,1,0,Radial Velocity,1996,Multiple Observatories,799.50000000,0.60000000,-0.60000000,0,G3 V
17 Sco b,17 Sco,b,Gaia DR2 4342464209753404416,1,1,0,Radial Velocity,2020,Lick Observatory,578.38000000,2.01000000,-2.09000000,0,K3 III
18 Del b,18 Del,b,Gaia DR2 1756741374681702784,2,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,993.30000000,3.20000000,-3.20000000,0,G6 III
18 Del b,18 Del,b,Gaia DR2 1756741374681702784,2,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,
1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Gaia DR2 6243841249531772800,1,1,0,Imaging,2008,Gemini Observatory,,,,,K7 V
1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Gaia DR2 6243841249531772800,1,1,0,Imaging,2008,Gemini Observatory,,,,,
1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Gaia DR2 6243841249531772800,1,1,0,Imaging,2008,Gemini Observatory,,,,,K7 V
1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Gaia DR2 6243841249531772800,1,1,0,Imaging,2008,Gemini Observatory,,,,,
24 Boo b,24 Boo,b,Gaia DR2 1603662211901473408,1,1,0,Radial Velocity,2018,Okayama Astrophysical Observatory,30.35060000,0.00780000,-0.00770000,0,G3 IV
24 Sex b,24 Sex,b,Gaia DR2 3830897080395058048,1,2,0,Radial Velocity,2010,Lick Observatory,452.80000000,2.10000000,-4.50000000,0,
24 Sex c,24 Sex,c,Gaia DR2 3830897080395058048,1,2,0,Radial Velocity,2010,Lick Observatory,883.00000000,32.40000000,-13.80000000,0,
2M0437 b,2MASS J04372171+2651014,b,Gaia DR2 151499478104075008,1,1,0,Imaging,2021,Subaru Telescope,,,,,M V
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,,2,1,0,Imaging,2013,Paranal Observatory,,,,,M5.5/M6
2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,Gaia DR2 5040416186560252416,1,1,0,Imaging,2013,W. M. Keck Observatory,,,,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,Gaia DR2 5040416186560252416,1,1,0,Imaging,2013,W. M. Keck Observatory,,,,,M3.5 V
2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,Gaia DR2 4963614887043956096,1,1,0,Imaging,2015,Cerro Tololo Inter-American Observatory,,,,,M6
2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,Gaia DR2 146487556211644544,1,1,0,Imaging,2010,Hubble Space Telescope,,,,,M8.5
2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,Gaia DR2 3459372646830687104,1,1,0,Imaging,2004,Paranal Observatory,,,,,M8
2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,Gaia DR2 3459372646830687104,1,1,0,Imaging,2004,Paranal Observatory,,,,,
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,Gaia DR2 2080063931448749824,2,3,0,Eclipse Timing Variations,2015,Kepler,406.00000000,4.00000000,-4.00000000,0,
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,Gaia DR2 2080063931448749824,2,3,0,Eclipse Timing Variations,2015,Kepler,416.00000000,2.00000000,-2.00000000,0,
2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,Gaia DR2 1986772848034988544,1,1,0,Imaging,2016,W. M. Keck Observatory,,,,,K7 V
30 Ari B b,30 Ari B,b,Gaia DR2 102082477749475200,4,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10000000,2.50000000,-2.50000000,0,F6 V
30 Ari B b,30 Ari B,b,Gaia DR2 102082477749475200,4,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,345.40000000,3.80000000,-3.80000000,0,
30 Ari B b,30 Ari B,b,Gaia DR2 102082477749475200,4,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10001000,2.50000000,-2.50000000,0,
4 UMa b,4 UMa,b,Gaia DR2 1092230803510960640,1,1,0,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,269.30000000,1.96000000,-1.96000000,0,K1 III
42 Dra b,42 Dra,b,Gaia DR2 2256800156348230400,2,1,0,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,479.10000000,6.20000000,-6.20000000,0,K1.5 III
47 UMa b,47 UMa,b,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,1996,Lick Observatory,1076.60000000,2.30000000,-2.30000000,0,G0 V
47 UMa b,47 UMa,b,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,1996,Lick Observatory,1078.00000000,2.00000000,-2.00000000,0,
47 UMa b,47 UMa,b,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,1996,Lick Observatory,1100.80000000,7.20000000,-7.20000000,0,
47 UMa b,47 UMa,b,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,1996,Lick Observatory,1083.20000000,1.80000000,-1.80000000,0,G1 V
47 UMa b,47 UMa,b,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,1996,Lick Observatory,1076.60000000,1.30000000,-1.10000000,0,
47 UMa c,47 UMa,c,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,2001,Lick Observatory,2391.00000000,100.00000000,-87.00000000,0,
47 UMa c,47 UMa,c,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,2001,Lick Observatory,7586.00000000,727.00000000,-727.00000000,0,G1 V
47 UMa c,47 UMa,c,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,2001,Lick Observatory,2287.00000000,19.00000000,-16.00000000,0,
47 UMa d,47 UMa,d,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,2009,Lick Observatory,14002.00000000,4018.00000000,-5095.00000000,0,
47 UMa d,47 UMa,d,Gaia DR2 777254360337133312,1,3,0,Radial Velocity,2009,Lick Observatory,19000.00000000,11000.00000000,-4000.00000000,0,
51 Eri b,51 Eri,b,Gaia DR2 3205095125321700480,3,1,0,Imaging,2015,Gemini Observatory,,,,,F0 IV
51 Eri b,51 Eri,b,Gaia DR2 3205095125321700480,3,1,0,Imaging,2015,Gemini Observatory,14965.00000000,12775.00000000,-4380.00000000,0,
51 Eri b,51 Eri,b,Gaia DR2 3205095125321700480,3,1,0,Imaging,2015,Gemini Observatory,11688.00000000,6209.25000000,-3287.25000000,0,
51 Peg b,51 Peg,b,Gaia DR2 2835207319109249920,1,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.23079690,0.00000730,-0.00000780,0,
51 Peg b,51 Peg,b,Gaia DR2 2835207319109249920,1,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.22930000,0.00110000,-0.00110000,0,
51 Peg b,51 Peg,b,Gaia DR2 2835207319109249920,1,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.23078500,0.00003600,-0.00003600,0,
51 Peg b,51 Peg,b,Gaia DR2 2835207319109249920,1,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.23100000,,,0,
51 Peg b,51 Peg,b,Gaia DR2 2835207319109249920,1,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.23077000,0.00004000,-0.00004000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65160000,0.00010000,-0.00010000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65152000,0.00015000,-0.00015000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65126000,0.00070000,-0.00070000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.67000000,0.01000000,-0.01000000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65100000,0.00010000,-0.00010000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.64800000,0.00090000,-0.00090000,0,G8 V
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65300000,0.00060000,-0.00060000,0,G8 V
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65171000,0.00005300,-0.00005200,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.60000000,,,0,K0 IV-V
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.64700000,0.00100000,-0.00100000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.65162000,0.00070000,-0.00070000,0,
55 Cnc b,55 Cnc,b,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,1996,Lick Observatory,14.46531400,0.00090000,-0.00095000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,43.93000000,0.25000000,-0.25000000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.37870000,0.00700000,-0.00700000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.38270000,0.00380000,-0.00380000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.41750000,0.00730000,-0.00730000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.39890000,0.00420000,-0.00430000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.34460000,0.00700000,-0.00700000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.38000000,0.00700000,-0.00700000,0,
55 Cnc c,55 Cnc,c,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,44.37300000,0.02000000,-0.01800000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,5370.00000000,230.00000000,-230.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,5218.00000000,230.00000000,-230.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4909.00000000,30.00000000,-30.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4545.00000000,1421.00000000,-1421.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4825.00000000,39.00000000,-39.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4820.00000000,77.00000000,-72.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4867.00000000,25.00000000,-26.00000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,5574.20000000,93.80000000,-88.60000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,4517.40000000,77.80000000,-77.80000000,0,
55 Cnc d,55 Cnc,d,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2002,Lick Observatory,5360.00000000,400.00000000,-400.00000000,0,G8 V
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73700000,,,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654582,0.00000101,-0.00000101,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73655150,0.00000150,-0.00000150,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654780,0.00000160,-0.00000120,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,,,,,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73653900,0.00000700,-0.00000700,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654600,0.00000300,-0.00000300,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,2.80800000,0.00200000,-0.00200000,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654740,0.00000130,-0.00000140,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,2.79674000,0.00010000,-0.00010000,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,,,,,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654170,0.00000250,-0.00000280,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654450,0.00000140,-0.00000150,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654370,0.00000520,-0.00000520,0,
55 Cnc e,55 Cnc,e,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2004,McDonald Observatory,0.73654000,0.00000300,-0.00000300,0,G8 V
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,260.98000000,0.24000000,-0.24000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,261.20000000,0.40000000,-0.40000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,260.91000000,0.36000000,-0.36000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,259.88000000,0.29000000,-0.29000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,262.00000000,0.51000000,-0.51000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,260.00000000,1.10000000,-1.10000000,0,
55 Cnc f,55 Cnc,f,Gaia DR2 704967037090946688,2,5,0,Radial Velocity,2007,Multiple Observatories,260.70000000,1.10000000,-1.10000000,0,
6 Lyn b,6 Lyn,b,Gaia DR2 1004358968092652544,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,934.30000000,8.60000000,-8.60000000,0,
6 Lyn b,6 Lyn,b,Gaia DR2 1004358968092652544,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,874.77400000,16.27000000,-8.47000000,0,
6 Lyn b,6 Lyn,b,Gaia DR2 1004358968092652544,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,899.00000000,19.00000000,-19.00000000,0,K0 IV
61 Vir b,61 Vir,b,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,Multiple Observatories,4.21487000,0.00016000,-0.00016000,0,
61 Vir b,61 Vir,b,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,Multiple Observatories,4.21500000,0.00060000,-0.00060000,0,G5 V
61 Vir c,61 Vir,c,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,Multiple Observatories,38.02100000,0.03400000,-0.03400000,0,G5 V
61 Vir c,61 Vir,c,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,Multiple Observatories,38.09570000,0.00830000,-0.00830000,0,
61 Vir d,61 Vir,d,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,Multiple Observatories,123.01000000,0.55000000,-0.55000000,0,G5 V
7 CMa b,7 CMa,b,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2011,Anglo-Australian Telescope,763.00000000,17.00000000,-17.00000000,0,K1 III
7 CMa b,7 CMa,b,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2011,Anglo-Australian Telescope,735.10000000,14.80000000,-1.00000000,0,
7 CMa b,7 CMa,b,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2011,Anglo-Australian Telescope,796.00000000,7.40000000,-7.40000000,0,
7 CMa c,7 CMa,c,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2019,Multiple Observatories,996.00000000,1.50000000,-52.40000000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.68840000,0.00440000,-0.00440000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.68900000,0.01100000,-0.01100000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.69260000,0.00140000,-0.00140000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.69335000,0.00093000,-0.00097000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.68840000,0.00440000,-0.00440000,0,
70 Vir b,70 Vir,b,Gaia DR2 3740176925743650688,1,1,0,Radial Velocity,1996,Lick Observatory,116.68800000,0.00540000,-0.00540000,0,
75 Cet b,75 Cet,b,Gaia DR2 2500064286492779264,2,1,0,Radial Velocity,2012,Okayama Astrophysical Observatory,691.90000000,3.60000000,-3.60000000,0,G3 III
8 UMi b,8 UMi,b,Gaia DR2 1700658653802527104,1,1,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.40000000,4.50000000,-4.50000000,0,
8 UMi b,8 UMi,b,Gaia DR2 1700658653802527104,1,1,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.40000000,4.50000000,-4.50000000,0,K0
81 Cet b,81 Cet,b,Gaia DR2 2495420602212048640,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,
81 Cet b,81 Cet,b,Gaia DR2 2495420602212048640,1,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,952.70000000,8.80000000,-8.80000000,0,G5 III
91 Aqr b,91 Aqr,b,Gaia DR2 2630155547353593216,3,1,0,Radial Velocity,2013,Lick Observatory,181.40000000,0.10000000,-0.10000000,0,K0 III
AB Aur b,AB Aur,b,Gaia DR2 156917493449670656,1,1,0,Imaging,2022,Subaru Telescope,,,,,
AB Pic b,AB Pic,b,Gaia DR2 5495052596695570816,1,1,0,Imaging,2005,Paranal Observatory,,,,,K2 V
AF Lep b,AF Lep,b,Gaia DR2 3009908378049913216,1,1,0,Imaging,2023,Paranal Observatory,7520.00000000,1200.00000000,-1300.00000000,0,F8 V
AF Lep b,AF Lep,b,Gaia DR2 3009908378049913216,1,1,0,Imaging,2023,Paranal Observatory,9060.00000000,3650.00000000,-2480.00000000,0,F8 V
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321000,0.00004000,-0.00004000,0,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46300000,0.00000200,-0.00000200,0,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46300000,0.00000200,-0.00000200,0,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321000,,,0,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,,,,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46300040,0.00000580,-0.00000600,0,
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321000,,,0,M1
AU Mic b,AU Mic,b,Gaia DR2 6794047652729201024,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46299910,,,0,
AU Mic c,AU Mic,c,Gaia DR2 6794047652729201024,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85901900,0.00000160,-0.00000160,0,
AU Mic c,AU Mic,c,Gaia DR2 6794047652729201024,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85899100,,,0,
AU Mic c,AU Mic,c,Gaia DR2 6794047652729201024,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85901900,0.00001600,-0.00001600,0,
AU Mic c,AU Mic,c,Gaia DR2 6794047652729201024,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85898200,0.00005300,-0.00005000,0,
BD+03 2562 b,BD+03 2562,b,Gaia DR2 3895649725336884736,1,1,0,Radial Velocity,2017,Multiple Observatories,481.90000000,2.70000000,-2.80000000,0,
BD+14 4559 b,BD+14 4559,b,Gaia DR2 1759623813132980864,1,1,0,Radial Velocity,2009,McDonald Observatory,268.94000000,0.99000000,-0.99000000,0,K2 V
BD+14 4559 b,BD+14 4559,b,Gaia DR2 1759623813132980864,1,1,0,Radial Velocity,2009,McDonald Observatory,268.94000000,0.99000000,-0.99000000,0,
BD+15 2375 b,BD+15 2375,b,Gaia DR2 3924009634910406912,1,1,0,Radial Velocity,2016,Roque de los Muchachos Observatory,153.22000000,0.44000000,-0.44000000,0,
BD+15 2940 b,BD+15 2940,b,Gaia DR2 1193071962699902336,1,1,0,Radial Velocity,2013,McDonald Observatory,137.48000000,0.34000000,-0.34000000,0,K0
BD+20 2457 b,BD+20 2457,b,Gaia DR2 625137162857354880,1,2,0,Radial Velocity,2009,McDonald Observatory,379.63000000,2.01000000,-2.01000000,0,K2 II
BD+20 2457 b,BD+20 2457,b,Gaia DR2 625137162857354880,1,2,0,Radial Velocity,2009,McDonald Observatory,379.63000000,2.00000000,-2.00000000,0,
BD+20 2457 c,BD+20 2457,c,Gaia DR2 625137162857354880,1,2,0,Radial Velocity,2009,McDonald Observatory,621.99000000,10.20000000,-10.20000000,0,K2 II
BD+20 274 b,BD+20 274,b,Gaia DR2 96530596864007552,1,1,0,Radial Velocity,2012,McDonald Observatory,578.20000000,5.40000000,-5.40000000,0,K5 III
BD+20 594 b,BD+20 594,b,Gaia DR2 58200934326315136,1,1,0,Transit,2016,K2,41.68864400,0.00335300,-0.00341900,0,
BD+20 594 b,BD+20 594,b,Gaia DR2 58200934326315136,1,1,0,Transit,2016,K2,41.68550000,0.00300000,-0.00310000,0,G
BD+20 594 b,BD+20 594,b,Gaia DR2 58200934326315136,1,1,0,Transit,2016,K2,41.68550000,0.00300000,-0.00300000,0,
BD+45 564 b,BD+45 564,b,Gaia DR2 353030751066772480,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,307.88000000,1.47000000,-1.47000000,0,K1
BD+48 738 b,BD+48 738,b,Gaia DR2 438899345022759424,1,1,0,Radial Velocity,2011,McDonald Observatory,392.60000000,5.50000000,-5.50000000,0,K0 III
BD+48 740 b,BD+48 740,b,Gaia DR2 438444868763388800,1,1,0,Radial Velocity,2018,Multiple Observatories,733.00000000,5.00000000,-8.00000000,0,
